latitude,longitude,presence
42.4554923502,-71.4623968676,1
41.7041494081,-70.2722137915,0
42.2268580169,-72.6802655117,0
42.5260712147,-71.2783178687,1
42.0284701213,-71.9148054935,1
42.5133793997,-71.1029462997,0
42.6139033333,-72.4872133333,1
42.3732206118,-72.0062451667,0
42.4456783333,-71.6070116667,0
42.6592799985,-70.6223862704,0
42.106,-70.116,0
41.28862,-69.98040833,0
42.2867994,-71.8968409,1
42.4919499053,-71.5479224125,1
41.7884556,-69.933795863,0
42.6086620532,-72.5534496182,0
42.458455246,-71.3035453846,1
42.3607616667,-71.1277471667,0
42.6459979722,-72.2559729722,0
42.2143621062,-71.6970653459,0
42.5029905545,-71.4626659231,0
41.5034727054,-71.1051769183,0
42.624309,-73.134375,0
42.2535566556,-71.1602330327,0
42.5755706,-72.04317499,0
42.628282897,-72.0303024077,1
42.6042033333,-71.61742,1
42.1849713485,-72.8183933347,0
41.9549545176,-70.8227292172,0
42.4624879747,-71.6617027099,0
42.2666780975,-71.4213794948,0
42.4188051321,-71.1934025702,0
41.7046244526,-69.9651295652,0
42.1205775179,-71.1657792016,0
42.479804,-72.026741,1
42.8268783333,-70.93103,0
42.6523571768,-71.374722831,1
41.999406217,-71.3151585641,0
42.550085,-72.943245,0
42.6432333333,-71.350175,1
42.33163,-72.53135,1
42.7200309971,-73.2097484171,1
42.5703778159,-71.6411698592,1
42.4373664856,-71.0908432007,0
42.4874083333,-71.4409555556,0
42.4025982243,-71.2108011476,0
42.4472674368,-71.2556870697,1
42.2267150879,-70.9359130859,0
42.4366911438,-71.0191992295,0
42.454545,-71.3361283333,0
42.8721600744,-70.9433285436,0
42.4354166667,-72.706995,0
42.3965140613,-72.5356197873,1
42.1574554222,-72.2896120256,0
41.721642667,-70.1639716516,0
42.3306,-72.6419966667,1
41.389375,-70.05040833,0
42.40055,-71.580475,0
42.6043661142,-71.6176029732,1
42.65970658,-70.90331765,0
42.4677868084,-71.3058702683,1
42.1140855952,-71.4026497073,0
42.580405,-70.8202283333,0
42.2596467803,-71.7520832134,0
42.3656200058,-72.5290355302,0
42.4633278577,-72.3427206066,1
